id,title,content,tags
9372,Real-time object classification indoor autonomous quad-rotor,"I designing indoor autonomous drone. I currently writing object classification program OpenCV purpose. My objects interests classification are: ceiling fans; AC units; wall ceiling lamps, and; wall corners. I using BoW clustering algorithm along SVM classifier achieve (I'm still process developing code, I might try algorithms testing). The primary task drone successfully scan (what I mean scanning moving hovering entire ceiling space) ceiling space given closed region successfully avoiding obstacles (like ceiling fans, AC units, ceiling wall lamps). The drone's navigation, scanning process ceiling space, organised pattern, preferably moving tight zig-zag paths entire ceiling space. Having said that, order achieve goal, I'm trying implement following achieve this: On take off, fly around given closed ceiling space use SLAM localise map environment. While running SLAM, run object classier algorithm classify objects interests track real time. Once obtained detail map environment classified objects interest local environment, integrate data together form unified map. Meaning SLAM output, label classified objects obtained classifier algorithm. Now fun comprehensive map environment labeled objects interest real-time tracking (localization). Now pick random corner map plan navigation pattern order scan entire ceiling space. So question is, using object classification real-time yield successful results multiple environments (the quad able achieve mentioned tasks given environment)?. I'm using lot train image sets train classifier BoW dictionary I still feel won't robust method since real-time harder isolate object interest. Or, order overcome this, I use real-situation like train images (currently train images contain isolated objects interests)? Or using computer vision redundant? Is goal completely achievable using SLAM? If, yes, I classify objects interest (I don't want drone fly running ceiling fan mistaking wall corner edge). Furthermore, kind methods sensors, type, detect objects motion? (using optical flow computer vision method useless it's robust enough real-time). Any help advice much appreciated.",mobile-robot quadcopter slam opencv
9373,Drawbacks goal bias RRT,"I working RRT planner remove goal_bias introduce NEW_METHOD direct planner towards goal. I find method good lower dimension. When dimension increases, especially dynamic car, though NEW_METHOD works better, I observe NEW_METHOD along goal_bias works even better. So, possible advantages removing goal_bias I loosing adding along NEW_METHOD?",mobile-robot motion-planning algorithm rrt
9374,Measure weight object using servo,"Assuming quality industrial servo, would possible calculate weight/resistance load? Maybe comparing current draw holding position, time takes lift/lower object. Could accurately measure grams, kilograms? What kind tolerance could achieved? I'm trying eliminate need dedicated weight measurement sensor.",sensors robotic-arm servomotor
9377,Real Time Simulation model Sensors MATLAB,I trying make real time simulink model Leddar Sensor (Ledddar sensor evaluation kit) MATLAB using USB port. But can't use 'data acquisition toolbox' 'Instrument Control Toolbox' leddar vendor isn't listed toolboxes. I would really appreciate someone could help new Real time simulink.,sensors matlab simulator real-time
9380,SLAM Map Quardrant,"Transformation frame global local crucial measurement update keep track direction ? eg: robot location [10,2] [-10,2] requires different sign. Is way set else case general expression ?",slam
9381,PID tuning Quadcopter,"I stabilizing quadcopter. I tuned angle PIDies quadcopter tries stabilize itself, overshooting. Which is, I think, due gyro rates. I read use two PIDies axis. I'm problems attach two PIDies. Can anyone help cascading angle PID rate PID? Will I tune rate PID tuning angle PID?",quadcopter pid
9382,Any books web resources robotics mechanical design?,"I plan build mechanism multiple axis, similar robot. To start, I need define specifications repeatable precision, speed, acceleration, payload. Then motor structure selected designed based parameters. After that, I need choose methods manufacture components. I would like consult experienced experts forum suggested books, textbooks, website resources I learn knowledge?",mechanism manufacturing books
9383,How make robot arm follow shape/path,"First hope stupid question I couldn't find ware solution. I constructed 3 DOF robot arm. I want follow trajectory 2D plane (XY). Tha shapes I want follow lines, cycles splines. I math behind 3 shaped (how defined). I kinematics, inverse kinematics jacobian whole control system (with PID controller). The system receives inputs, Xd(position), Xd'(velocity) Xd''(acceleration) time. I found following image shows (more less) system. So I stuck. How I translate shape position, velocity acceleration joint needs make end effector moves Cartesian space according shape?",pid robotic-arm line-following
9384,PID tuning methods like GA PSO,"I recently started reading PID tuning methods algorithms, I encountered particle swarm optimization algorithm genetic algorithm. The problem is, I don't understand particle/chromosome determines fitness. On real physical system, particle/chromosome checks fitness system? Wouldn't take really long time? I think I missing something here... Can algorithms implemented actual physical system? If so, how?",pid algorithm
9386,Angle circle tangent line,"I want simulate detection moving object unicycle type robot. The robot modelled position (x,y) direction theta three states. The obstacle represented circle radius r1 ( code). I want find angles alpha_1 alpha_2from robot's local coordinate frame circle, shown here: So I trying find angle robot line joining robot circle's centre (this angle called aux_t code), find angle tangent line (called phi_c). Finally I would find angles I want adding subtracting phi_c aux_t. The diagram I thinking shown: The problem I getting trouble code I try find alpha angles: It starts calculating angles correctly (though negative values, sure causing trouble) car circle get closer, phi_c becomes larger aux_t one alphas suddenly change sign. For example I getting this: $$\begin{array}{c c c c} \text{aux_t} & \text{phi_c} & \text{alpha_1} & \text{alpha_2} \\ \hline \text{-0.81} & \text{+0.52} & \text{-1.33} & \text{-0.29} \\ \text{-0.74} & \text{+0.61} & \text{-1.35} & \text{-0.12} \\ \text{-0.69} & \text{+0.67} & \text{-1.37} & \text{-0.02} \\ \text{-0.64} & \text{+0.74} & \text{-1.38} & \text{+0.1} \\ \end{array}$$ So basically, alpha_2 gets wrong form here. I know I something wrong I'm sure what, I don't know limit angles 0 pi. Is better way find alpha angles?",mobile-robot kinematics matlab geometry
9388,Building robotic clamp,If I single stepper motor could I use create robotic clamp could simply grab hold something like plank wood release it? Are standard parts I could use this? I'm trouble finding names parts would be.,robotic-arm
9391,Slam Odometer Requirement,How accurate must odometer reading SLAM ? I writing extra section says question body meet quality standard.,slam
9395,KUKA robot - update coordinates,"I need develop something order update coordinates KUKA KR C4 robot predefined program. After research I've found ways it, non free. I several options, like developing HMI console 3 buttons, touch 3 coordinates I update example. Sending XML file would work I need RSI connection, I can't without proper software (I guess). Do know something like this? Or C++ library allows access /.dat files create new one ""body"" different coordinates? Summing up, imagine I conveyor carries boxes I need develop pick place program. So far good. But every 100 boxes, size changes (and I can't predict it). So operator goes updates coordinates, I want make sure won't change anything else program. Any ideas?",robotic-arm industrial-robot kuka
9397,"If I must fly drone bad weather, I maintain control strong winds?","If I need fly drone strong winds, I stabilize it? Should I use accelerometers gyroscopes keep steady? Or I use flight technique circumstances?",quadcopter navigation accelerometer
